ticker,company_name,sector,industry,current_price,market_cap,trailing_pe,forward_pe,eps_current_year,forward_eps,earnings_growth_decimal,revenue_growth_decimal,peg_ratio_raw,peg_ratio_fallback,peg_ratio_final,sec_filings_url
ACGL,Arch Capital Group,Financials,Property & Casualty Insurance,93.07,35584942080.0,6.3485675,,14.66,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ACGL
ADM,Archer Daniels Midland,Consumer Staples,Agricultural Products & Services,51.23,24515297280.0,14.39045,,3.56,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADM
ANET,Arista Networks,Information Technology,Communications Equipment,115.23,145162141696.0,55.39904,,2.08,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ANET
AJG,Arthur J. Gallagher & Co.,Financials,Insurance Brokers,301.82,75395547136.0,46.505394,,6.49,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AJG
AIZ,Assurant,Financials,Multi-line Insurance,215.19,11036535808.0,15.381701,,13.99,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AIZ
T,AT&T,Communication Services,Integrated Telecommunication Services,23.73,172367593472.0,16.142857,,1.47,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=T
ATO,Atmos Energy,Utilities,Gas Utilities,142.51,22180255744.0,20.8653,,6.83,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ATO
ADSK,Autodesk,Information Technology,Application Software,311.34,67096567808.0,62.01992,,5.02,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADSK
ADP,Automatic Data Processing,Industrials,Human Resource & Employment Services,303.01,123285987328.0,31.629438,,9.58,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADP
AZO,AutoZone,Consumer Discretionary,Automotive Retail,3350.21,56223895552.0,22.415428,,149.46,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AZO
AVB,AvalonBay Communities,Real Estate,Multi-Family Residential REITs,221.51,31506915328.0,30.260927,,7.32,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AVB
AVY,Avery Dennison,Materials,Paper & Plastic Packaging Products & Materials,185.73,14922736640.0,21.29931,,8.72,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AVY
AXON,Axon Enterprise,Industrials,Aerospace & Defense,652.18,49731854336.0,168.95856,,3.86,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AXON
BKR,Baker Hughes,Energy,Oil & Gas Equipment & Services,46.18,45696311296.0,15.496644,,2.98,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BKR
BALL,Ball Corporation,Materials,"Metal, Glass & Plastic Containers",55.7,16622327808.0,23.208332,,2.4,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BALL
BAC,Bank of America,Financials,Diversified Banks,46.3,352382812160.0,14.423676,,3.21,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BAC
BAX,Baxter International,Health Care,Health Care Equipment,32.56,16624745472.0,130.24,,0.25,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BAX
BDX,Becton Dickinson,Health Care,Health Care Equipment,247.6,71805984768.0,42.25256,,5.86,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BDX
BRK-B,Berkshire Hathaway,Financials,Multi-Sector Holdings,,,,,,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BRK.B
BBY,Best Buy,Consumer Discretionary,Computer & Electronics Retail,85.86,18356525056.0,14.702055,,5.84,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BBY
TECH,Bio-Techne,Health Care,Life Sciences Tools & Services,73.55,11686507520.0,77.42106,,0.95,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TECH
BIIB,Biogen,Health Care,Biotechnology,143.93,20973336576.0,13.025338,,11.05,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BIIB
BLK,BlackRock,Financials,Asset Management & Custody Banks,1075.5,166572376064.0,25.607143,,42.0,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BLK
BX,Blackstone Inc.,Financials,Asset Management & Custody Banks,177.11,216281432064.0,48.79063,,3.63,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BX
BK,BNY Mellon,Financials,Asset Management & Custody Banks,85.93,61670244352.0,14.815516,,5.8,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BK
BA,Boeing,Industrials,Aerospace & Defense,176.52,132251615232.0,,,-18.37,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BA
BKNG,Booking Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",4737.56,158014685184.0,32.25902,,146.86,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BKNG
BWA,BorgWarner,,Automotive Parts & Equipment,31.9,6976529920.0,7.8960395,,4.04,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BWA
BSX,Boston Scientific,Health Care,Health Care Equipment,102.36,150861234176.0,84.59504,,1.21,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BSX
BMY,Bristol Myers Squibb,Health Care,Pharmaceuticals,58.95,119946158080.0,,,-3.57,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BMY
AVGO,Broadcom,Information Technology,Semiconductors,221.27,1037172146176.0,171.52715,,1.29,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AVGO
BR,Broadridge Financial Solutions,Industrials,Data Processing & Outsourced Services,238.22,27845298176.0,41.143353,,5.79,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BR
BRO,Brown & Brown,Financials,Insurance Brokers,104.66,29928366080.0,30.248556,,3.46,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BRO
BF-B,Brown–Forman,Consumer Staples,Distillers & Vintners,,,,,,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BF.B
BLDR,Builders FirstSource,Industrials,Building Products,167.28,19251419136.0,16.367905,,10.22,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BLDR
BG,Bunge Global,Consumer Staples,Agricultural Products & Services,76.13,10629804032.0,9.648923,,7.89,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BG
BXP,"BXP, Inc.",Real Estate,Office REITs,73.14,12904675328.0,31.800001,,2.3,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BXP
CHRW,C.H. Robinson,Industrials,Air Freight & Logistics,99.49,11760215040.0,25.774612,,3.86,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CHRW
CDNS,Cadence Design Systems,Information Technology,Application Software,297.62,81626152960.0,78.115486,,3.81,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CDNS
CZR,Caesars Entertainment,,Casinos & Gaming,36.05,7659904000.0,,,-1.68,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CZR
CPT,Camden Property Trust,Real Estate,Multi-Family Residential REITs,113.71,12130696192.0,35.870663,,3.17,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CPT
CPB,Campbell Soup Company,Consumer Staples,Packaged Foods & Meats,38.77,11557685248.0,21.185793,,1.83,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CPB
COF,Capital One,Financials,Consumer Finance,203.71,77660372992.0,17.591537,,11.58,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COF
CAH,Cardinal Health,Health Care,Health Care Distributors,123.66,29872300032.0,23.027935,,5.37,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CAH
KMX,CarMax,,Automotive Retail,85.64,13171431424.0,29.129251,,2.94,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KMX
CCL,Carnival,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",27.67,37406797824.0,19.215277,,1.44,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CCL
CARR,Carrier Global,Industrials,Building Products,65.38,59190083584.0,38.686386,,1.69,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CARR
CTLT,Catalent,,Pharmaceuticals,63.48,11522381824.0,,,-2.28,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTLT
CAT,Caterpillar Inc.,Industrials,Construction Machinery & Heavy Transportation Equipment,371.44,179331973120.0,16.845352,,22.05,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CAT
CBOE,Cboe Global Markets,Financials,Financial Exchanges & Data,204.33,21390489600.0,27.875853,,7.33,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CBOE
CBRE,CBRE Group,Real Estate,Real Estate Services,144.74,44293046272.0,46.690327,,3.1,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CBRE
CDW,CDW,Information Technology,Technology Distributors,199.14,26538192896.0,24.31502,,8.19,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CDW
CE,Celanese,,Specialty Chemicals,71.04,7765524480.0,7.0756974,,10.04,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CE
COR,Cencora,Health Care,Health Care Distributors,254.21,49280135168.0,33.804523,,7.52,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COR
CNC,Centene Corporation,Health Care,Managed Health Care,64.03,32326504448.0,11.058722,,5.79,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CNC
CNP,CenterPoint Energy,Utilities,Multi-Utilities,32.57,21226747904.0,21.713333,,1.5,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CNP
CF,CF Industries,Materials,Fertilizers & Agricultural Chemicals,92.21,16046384128.0,14.613312,,6.31,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CF
CRL,Charles River Laboratories,Health Care,Life Sciences Tools & Services,164.76,8466620928.0,20.672522,,7.97,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CRL
SCHW,Charles Schwab Corporation,Financials,Investment Banking & Brokerage,82.72,151423926272.0,27.665552,,2.99,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SCHW
CHTR,Charter Communications,Communication Services,Cable & Satellite,345.49,49041612800.0,10.827013,,31.91,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CHTR
CVX,Chevron Corporation,Energy,Integrated Oil & Gas,149.19,278706323456.0,17.187788,,8.68,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CVX
CMG,Chipotle Mexican Grill,Consumer Discretionary,Restaurants,58.35,79507120128.0,54.027775,,1.08,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMG
CB,Chubb Limited,Financials,Property & Casualty Insurance,271.88,108943409152.0,12.083556,,22.5,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CB
CHD,Church & Dwight,Consumer Staples,Household Products,105.52,25852188672.0,47.318382,,2.23,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CHD
CI,Cigna,Health Care,Health Care Services,294.21,80551460864.0,24.294798,,12.11,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CI
CINF,Cincinnati Financial,Financials,Property & Casualty Insurance,137.05,21422972928.0,7.039035,,19.47,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CINF
CTAS,Cintas,Industrials,Diversified Support Services,200.57,80938819584.0,48.446865,,4.14,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTAS
CSCO,Cisco,Information Technology,Communications Equipment,60.6,241355243520.0,26.008583,,2.33,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CSCO
C,Citigroup,Financials,Diversified Banks,81.43,153659228160.0,13.755068,,5.92,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=C
CFG,Citizens Financial Group,Financials,Regional Banks,47.57,20956631040.0,15.69967,,3.03,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CFG
CLX,Clorox,Consumer Staples,Household Products,158.68,19641567232.0,55.2892,,2.87,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CLX
CME,CME Group,Financials,Financial Exchanges & Data,236.52,85232820224.0,24.870663,,9.51,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CME
CMS,CMS Energy,Utilities,Multi-Utilities,66.0,19719809024.0,18.857143,,3.5,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMS
KO,Coca-Cola Company (The),Consumer Staples,Soft Drinks & Non-alcoholic Beverages,63.48,275914555392.0,26.560669,,2.39,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KO
CTSH,Cognizant,Information Technology,IT Consulting & Other Services,82.61,40960020480.0,18.276548,,4.52,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTSH
CL,Colgate-Palmolive,Consumer Staples,Household Products,86.7,70834855936.0,24.913792,,3.48,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CL
CMCSA,Comcast,Communication Services,Cable & Satellite,33.66,128483590144.0,8.033413,,4.19,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMCSA
CAG,Conagra Brands,Consumer Staples,Packaged Foods & Meats,25.89,12357814272.0,25.135923,,1.03,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CAG
COP,ConocoPhillips,Energy,Oil & Gas Exploration & Production,98.83,127842541568.0,11.723606,,8.43,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COP
ED,Consolidated Edison,Utilities,Multi-Utilities,93.74,32476971008.0,17.6203,,5.32,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ED
STZ,Constellation Brands,Consumer Staples,Distillers & Vintners,180.8,33316921344.0,49.264305,,3.67,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=STZ
CEG,Constellation Energy,Utilities,Electric Utilities,299.98,96526368768.0,34.01134,,8.82,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CEG
COO,Cooper Companies (The),Health Care,Health Care Supplies,96.55,19269740544.0,49.260204,,1.96,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COO
CPRT,Copart,Industrials,Diversified Support Services,57.93,55817179136.0,40.51049,,1.43,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CPRT
GLW,Corning Inc.,Information Technology,Electronic Components,52.08,44539285504.0,89.793106,,0.58,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GLW
CPAY,Corpay,Financials,Transaction & Payment Processing Services,380.49,26524338176.0,27.119743,,14.03,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CPAY
CTVA,Corteva,Materials,Fertilizers & Agricultural Chemicals,65.27,45464403968.0,68.70526,,0.95,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTVA
CSGP,CoStar Group,Real Estate,Real Estate Services,76.6,31402936320.0,182.38095,,0.42,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CSGP
COST,Costco,Consumer Staples,Consumer Staples Merchandise Retail,979.88,434967773184.0,57.53846,,17.03,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COST
CTRA,Coterra,Energy,Oil & Gas Exploration & Production,27.72,20414255104.0,16.8,,1.65,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTRA
CRWD,CrowdStrike,Information Technology,Systems Software,398.07,98049024000.0,765.5193,,0.52,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CRWD
CCI,Crown Castle,Real Estate,Telecom Tower REITs,89.28,38800912384.0,31.659575,,2.82,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CCI
CSX,CSX Corporation,Industrials,Rail Transportation,32.87,63387160576.0,18.363129,,1.79,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CSX
CMI,Cummins,Industrials,Construction Machinery & Heavy Transportation Equipment,356.25,48871088128.0,23.299541,,15.29,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMI
CVS,CVS Health,Health Care,Health Care Services,56.48,71074996224.0,14.335025,,3.94,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CVS
DHI,D. R. Horton,Consumer Discretionary,Homebuilding,141.9,45525630976.0,10.042462,,14.13,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DHI
DHR,Danaher Corporation,Health Care,Life Sciences Tools & Services,222.74,160172343296.0,42.10586,,5.29,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DHR
DRI,Darden Restaurants,Consumer Discretionary,Restaurants,195.24,22871781376.0,22.313143,,8.75,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DRI
DVA,DaVita,Health Care,Health Care Services,176.2,14452628480.0,18.98707,,9.28,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DVA
DAY,Dayforce,,Human Resource & Employment Services,70.74,11155697664.0,208.05882,,0.34,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DAY
DECK,Deckers Brands,Consumer Discretionary,Footwear,177.36,33895270400.0,36.19592,,4.9,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DECK
DE,Deere & Company,Industrials,Agricultural & Farm Machinery,476.56,129791598592.0,18.593836,,25.63,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DE
DELL,Dell Technologies,Information Technology,"Technology Hardware, Storage & Peripherals",103.6,72282243072.0,18.336283,,5.65,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DELL
DAL,Delta Air Lines,Industrials,Passenger Airlines,67.27,43408052224.0,12.621013,,5.33,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DAL
DVN,Devon Energy,Energy,Oil & Gas Exploration & Production,34.1,22400288768.0,6.3148146,,5.4,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DVN
DXCM,Dexcom,Health Care,Health Care Equipment,86.83,33915365376.0,52.624245,,1.65,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DXCM
FANG,Diamondback Energy,Energy,Oil & Gas Exploration & Production,164.36,47991312384.0,9.484132,,17.33,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FANG
DLR,Digital Realty,Real Estate,Data Center REITs,163.86,55402541056.0,133.21951,,1.23,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DLR
DFS,Discover Financial,,Consumer Finance,201.09,50536128512.0,11.348194,,17.72,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DFS
DG,Dollar General,Consumer Staples,Consumer Staples Merchandise Retail,71.06,15627940864.0,11.726072,,6.06,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DG
DLTR,Dollar Tree,Consumer Staples,Consumer Staples Merchandise Retail,73.35,15773111296.0,,,-4.7,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DLTR
D,Dominion Energy,Utilities,Multi-Utilities,55.59,46696157184.0,20.512915,,2.71,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=D
DPZ,Domino's,Consumer Discretionary,Restaurants,449.12,15509011456.0,27.604177,,16.27,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DPZ
DOV,Dover Corporation,Industrials,Industrial Machinery & Supplies & Components,203.68,27943266304.0,20.186321,,10.09,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DOV
DOW,Dow Inc.,Materials,Commodity Chemicals,39.05,27476086784.0,24.87261,,1.57,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DOW
DTE,DTE Energy,Utilities,Multi-Utilities,119.88,24827267072.0,16.265944,,7.37,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DTE
DUK,Duke Energy,Utilities,Electric Utilities,111.99,86510256128.0,20.105923,,5.57,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DUK
DD,DuPont,Materials,Specialty Chemicals,76.8,32098945024.0,60.000004,,1.28,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DD
EMN,Eastman Chemical Company,,Specialty Chemicals,99.65,11550730240.0,12.992177,,7.67,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EMN
ETN,Eaton Corporation,Industrials,Electrical Components & Equipment,326.44,129009090560.0,34.76464,,9.39,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ETN
EBAY,eBay,Consumer Discretionary,Broadline Retail,67.48,32342085632.0,16.997482,,3.97,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EBAY
ECL,Ecolab,Materials,Specialty Chemicals,250.19,70844301312.0,35.139046,,7.12,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ECL
EIX,Edison International,Utilities,Electric Utilities,54.0,20906100736.0,15.789474,,3.42,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EIX
EW,Edwards Lifesciences,Health Care,Health Care Equipment,72.45,43185123328.0,28.300781,,2.56,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EW
EA,Electronic Arts,Communication Services,Interactive Home Entertainment,122.91,32235974656.0,31.515385,,3.9,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EA
ELV,Elevance Health,Health Care,Managed Health Care,395.7,91771936768.0,15.408878,,25.68,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ELV
EMR,Emerson Electric,Industrials,Electrical Components & Equipment,129.95,74010550272.0,46.081562,,2.82,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EMR
ENPH,Enphase Energy,,Semiconductor Materials & Equipment,62.28,8414464512.0,135.3913,,0.46,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ENPH
ETR,Entergy,Utilities,Electric Utilities,81.08,34768400384.0,19.679613,,4.12,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ETR
EOG,EOG Resources,Energy,Oil & Gas Exploration & Production,125.79,70750584832.0,10.152542,,12.39,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EOG
EPAM,EPAM Systems,Information Technology,IT Consulting & Other Services,253.96,14404967424.0,33.024708,,7.69,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EPAM
EQT,EQT Corporation,Energy,Oil & Gas Exploration & Production,51.12,30502488064.0,68.159996,,0.75,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EQT
EFX,Equifax,Industrials,Research & Consulting Services,274.78,34059530240.0,60.926826,,4.51,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EFX
EQIX,Equinix,Real Estate,Data Center REITs,913.66,88157405184.0,82.534775,,11.07,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EQIX
EQR,Equity Residential,Real Estate,Multi-Family Residential REITs,70.63,27622897664.0,29.801687,,2.37,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EQR
ERIE,Erie Indemnity,Financials,Insurance Brokers,402.95,21070215168.0,37.658882,,10.7,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ERIE
ESS,Essex Property Trust,Real Estate,Multi-Family Residential REITs,284.57,18952333312.0,33.283043,,8.55,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ESS
EL,Estée Lauder Companies (The),Consumer Staples,Personal Care Products,83.43,29949534208.0,148.98215,,0.56,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EL
EG,Everest Group,Financials,Reinsurance,347.51,14935493632.0,5.4196815,,64.12,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EG
EVRG,Evergy,Utilities,Electric Utilities,64.17,14775976960.0,17.343243,,3.7,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EVRG
ES,Eversource Energy,Utilities,Electric Utilities,57.68,21134065664.0,,,-1.61,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ES
EXC,Exelon,Utilities,Electric Utilities,40.0,40193200128.0,16.460905,,2.43,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXC
EXPE,Expedia Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",170.95,21940748288.0,22.23017,,7.69,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXPE
EXPD,Expeditors International,Industrials,Air Freight & Logistics,113.58,15898474496.0,22.14035,,5.13,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXPD
EXR,Extra Space Storage,Real Estate,Self-Storage REITs,154.0,33966393344.0,41.17647,,3.74,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXR
XOM,ExxonMobil,Energy,Integrated Oil & Gas,106.83,481570422784.0,13.643679,,7.83,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XOM
FFIV,"F5, Inc.",Information Technology,Communications Equipment,297.26,17245569024.0,29.60757,,10.04,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FFIV
FDS,FactSet,Financials,Financial Exchanges & Data,474.41,18041812992.0,33.959198,,13.97,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FDS
