ticker,company_name,sector,industry,current_price,market_cap,trailing_pe,forward_pe,eps_current_year,forward_eps,earnings_growth_decimal,revenue_growth_decimal,peg_ratio_raw,peg_ratio_fallback,peg_ratio_final,sec_filings_url
FICO,Fair Isaac,Information Technology,Application Software,1873.56,45795053568.0,91.25962,,20.53,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FICO
FAST,Fastenal,Industrials,Trading Companies & Distributors,73.24,41989955584.0,36.62,,2.0,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FAST
FRT,Federal Realty Investment Trust,Real Estate,Retail REITs,108.63,9297924096.0,31.578487,,3.44,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FRT
FDX,FedEx,Industrials,Air Freight & Logistics,264.87,63794204672.0,16.903,,15.67,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FDX
FIS,Fidelity National Information Services,Financials,Transaction & Payment Processing Services,81.47,43859701760.0,83.98969,,0.97,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FIS
FITB,Fifth Third Bancorp,Financials,Regional Banks,44.31,29681231872.0,14.1114645,,3.14,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FITB
FSLR,First Solar,Information Technology,Semiconductors,167.52,17934356480.0,14.416524,,11.62,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FSLR
FE,FirstEnergy,Utilities,Electric Utilities,39.8,22937415680.0,25.67742,,1.55,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FE
FI,Fiserv,,Transaction & Payment Processing Services,216.04,122909253632.0,41.706562,,5.18,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FI
FMC,FMC Corporation,,Fertilizers & Agricultural Chemicals,55.78,6963352064.0,4.575882,,12.19,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FMC
F,Ford Motor Company,Consumer Discretionary,Automobile Manufacturers,10.08,40060841984.0,11.454545,,0.88,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=F
FTNT,Fortinet,Information Technology,Systems Software,100.88,77319774208.0,50.693466,,1.99,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FTNT
FTV,Fortive,Industrials,Industrial Machinery & Supplies & Components,81.33,28217362432.0,32.532,,2.5,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FTV
FOXA,Fox Corporation (Class A),Communication Services,Broadcasting,51.18,22749509632.0,12.513447,,4.09,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FOXA
FOX,Fox Corporation (Class B),Communication Services,Broadcasting,48.6,22786205696.0,11.88264,,4.09,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FOX
BEN,Franklin Resources,Financials,Asset Management & Custody Banks,22.24,11653382144.0,26.164705,,0.85,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BEN
FCX,Freeport-McMoRan,Materials,Copper,35.85,52648947712.0,28.228346,,1.27,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FCX
GRMN,Garmin,Consumer Discretionary,Consumer Electronics,215.85,41448595456.0,27.392132,,7.88,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GRMN
IT,Gartner,Information Technology,IT Consulting & Other Services,542.83,41870815232.0,40.090843,,13.54,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IT
GE,GE Aerospace,Industrials,Aerospace & Defense,203.57,218571079680.0,33.48191,,6.08,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GE
GEHC,GE HealthCare,Health Care,Health Care Equipment,88.3,40341884928.0,24.19178,,3.65,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GEHC
GEV,GE Vernova,Industrials,Heavy Electrical Equipment,372.88,102785867776.0,66.70483,,5.59,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GEV
GEN,Gen Digital,Information Technology,Systems Software,26.91,17188493312.0,27.742268,,0.97,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GEN
GNRC,Generac,Industrials,Electrical Components & Equipment,149.33,8884731904.0,31.110416,,4.8,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GNRC
GD,General Dynamics,Industrials,Aerospace & Defense,256.98,69472231424.0,18.867842,,13.62,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GD
GIS,General Mills,Consumer Staples,Packaged Foods & Meats,60.14,33151031296.0,13.073914,,4.6,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GIS
GM,General Motors,Consumer Discretionary,Automobile Manufacturers,49.46,49252614144.0,7.764521,,6.37,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GM
GPC,Genuine Parts Company,Consumer Discretionary,Distributors,116.25,16162934784.0,14.98067,,7.76,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GPC
GILD,Gilead Sciences,Health Care,Biotechnology,97.2,121137438720.0,1079.9999,,0.09,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GILD
GPN,Global Payments,Financials,Transaction & Payment Processing Services,112.85,28719761408.0,21.292452,,5.3,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GPN
GL,Globe Life,Financials,Life & Health Insurance,122.09,10248857600.0,10.34661,,11.8,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GL
GDDY,GoDaddy,Information Technology,Internet Services & Infrastructure,212.65,29977694208.0,17.121578,,12.42,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GDDY
GS,Goldman Sachs,Financials,Investment Banking & Brokerage,640.4,200457388032.0,15.922427,,40.22,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GS
HAL,Halliburton,Energy,Oil & Gas Equipment & Services,26.02,22858622976.0,9.194346,,2.83,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HAL
HIG,Hartford (The),Financials,Property & Casualty Insurance,111.55,32337342464.0,10.777778,,10.35,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HIG
HAS,Hasbro,Consumer Discretionary,Leisure Products,57.84,8068737536.0,,,-4.64,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HAS
HCA,HCA Healthcare,Health Care,Health Care Facilities,329.91,83565207552.0,15.009555,,21.98,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HCA
DOC,Healthpeak Properties,Real Estate,Health Care REITs,20.66,14450492416.0,42.163265,,0.49,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DOC
HSIC,Henry Schein,Health Care,Health Care Distributors,80.0,9933440000.0,32.786884,,2.44,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HSIC
HSY,Hershey Company (The),Consumer Staples,Packaged Foods & Meats,149.25,30201485312.0,17.155172,,8.7,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HSY
HES,Hess Corporation,,Integrated Oil & Gas,139.03,42837647360.0,15.482183,,8.98,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HES
HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",21.19,27871844352.0,10.979275,,1.93,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HPE
HLT,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",256.07,62424748032.0,54.832977,,4.67,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HLT
HOLX,Hologic,Health Care,Health Care Equipment,72.14,16283657216.0,21.728916,,3.32,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HOLX
HD,Home Depot (The),Consumer Discretionary,Home Improvement Retail,411.98,411748892672.0,28.159946,,14.63,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HD
HON,Honeywell,Industrials,Industrial Conglomerates,223.72,145694507008.0,25.83372,,8.66,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HON
HRL,Hormel Foods,Consumer Staples,Packaged Foods & Meats,29.98,16459409408.0,20.394558,,1.47,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HRL
HST,Host Hotels & Resorts,Real Estate,Hotel & Resort REITs,16.71,11839519744.0,16.2233,,1.03,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HST
HWM,Howmet Aerospace,Industrials,Aerospace & Defense,126.58,51424518144.0,48.684616,,2.6,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HWM
HPQ,HP Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",32.5,30478436352.0,11.565837,,2.81,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HPQ
HUBB,Hubbell Incorporated,Industrials,Industrial Machinery & Supplies & Components,423.01,22703159296.0,30.410498,,13.91,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HUBB
HUM,Humana,Health Care,Managed Health Care,293.23,35308118016.0,25.587261,,11.46,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HUM
HBAN,Huntington Bancshares,Financials,Regional Banks,17.2,25002608640.0,14.098361,,1.22,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HBAN
HII,Huntington Ingalls Industries,Industrials,Aerospace & Defense,197.26,7718645248.0,11.150932,,17.69,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HII
IBM,IBM,Information Technology,IT Consulting & Other Services,255.7,238808203264.0,40.14129,,6.37,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IBM
IEX,IDEX Corporation,Industrials,Industrial Machinery & Supplies & Components,224.31,16985492480.0,34.776745,,6.45,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IEX
IDXX,Idexx Laboratories,Health Care,Health Care Equipment,422.05,34559438848.0,40.777775,,10.35,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IDXX
ITW,Illinois Tool Works,Industrials,Industrial Machinery & Supplies & Components,259.16,76529950720.0,22.438095,,11.55,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ITW
INCY,Incyte,Health Care,Biotechnology,74.16,14286924800.0,824.0,,0.09,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INCY
IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,93.8,37887229952.0,45.980396,,2.04,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IR
PODD,Insulet Corporation,Health Care,Health Care Equipment,278.38,19526909952.0,47.343536,,5.88,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PODD
INTC,Intel,Information Technology,Semiconductors,19.43,84131897344.0,,,-4.38,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INTC
ICE,Intercontinental Exchange,Financials,Financial Exchanges & Data,159.83,91770716160.0,37.96437,,4.21,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ICE
IFF,International Flavors & Fragrances,Materials,Specialty Chemicals,87.09,22267344896.0,,,-9.08,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IFF
IP,International Paper,Materials,Paper & Plastic Packaging Products & Materials,55.63,19326308352.0,35.43312,,1.57,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IP
IPG,Interpublic Group of Companies (The),,Advertising,28.67,10680005632.0,13.523585,,2.12,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IPG
INTU,Intuit,Information Technology,Application Software,601.51,168372879360.0,58.51265,,10.28,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INTU
ISRG,Intuitive Surgical,Health Care,Health Care Equipment,571.88,203691655168.0,88.80124,,6.44,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ISRG
IVZ,Invesco,Financials,Asset Management & Custody Banks,19.23,8615040000.0,16.29661,,1.18,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IVZ
INVH,Invitation Homes,Real Estate,Single-Family Residential REITs,31.15,19082676224.0,43.263885,,0.72,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INVH
IQV,IQVIA,Health Care,Life Sciences Tools & Services,201.36,36546838528.0,26.45992,,7.61,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IQV
IRM,Iron Mountain,Real Estate,Other Specialized REITs,101.57,29806731264.0,282.1389,,0.36,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IRM
JBHT,J.B. Hunt,Industrials,Cargo Ground Transportation,171.22,17217028096.0,30.794964,,5.56,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JBHT
SJM,J.M. Smucker Company (The),Consumer Staples,Packaged Foods & Meats,106.89,11374806016.0,21.59394,,4.95,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SJM
JBL,Jabil,Information Technology,Electronic Manufacturing Services,162.41,17789579264.0,15.336166,,10.59,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JBL
JKHY,Jack Henry & Associates,Financials,Transaction & Payment Processing Services,174.09,12701484032.0,31.826326,,5.47,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JKHY
J,Jacobs Solutions,Industrials,Construction & Engineering,140.13,17378502656.0,29.19375,,4.8,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=J
JNJ,Johnson & Johnson,Health Care,Pharmaceuticals,152.15,368053878784.0,26.36915,,5.77,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JNJ
JCI,Johnson Controls,Industrials,Building Products,78.0,51490840576.0,37.5,,2.08,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JCI
JPM,JPMorgan Chase,Financials,Diversified Banks,267.3,747798462464.0,13.541033,,19.74,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JPM
JNPR,Juniper Networks,,Communications Equipment,34.86,11541762048.0,45.868423,,0.76,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JNPR
K,Kellanova,,Packaged Foods & Meats,81.73,28172167168.0,27.33445,,2.99,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=K
KVUE,Kenvue,Consumer Staples,Personal Care Products,21.29,40818466816.0,38.70909,,0.55,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KVUE
KDP,Keurig Dr Pepper,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,32.1,43542044672.0,19.337349,,1.66,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KDP
KEY,KeyCorp,Financials,Regional Banks,17.98,19900084224.0,,,-0.32,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KEY
KEYS,Keysight Technologies,Information Technology,Electronic Equipment & Instruments,178.35,30837966848.0,50.811966,,3.51,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KEYS
KMB,Kimberly-Clark,Consumer Staples,Household Products,129.97,43124047872.0,17.21457,,7.55,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KMB
KIM,Kimco Realty,Real Estate,Retail REITs,22.45,15133119488.0,41.574074,,0.54,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KIM
KMI,Kinder Morgan,Energy,Oil & Gas Storage & Transportation,27.48,61050662912.0,23.48718,,1.17,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KMI
KKR,KKR,Financials,Asset Management & Custody Banks,167.07,154171867136.0,51.564816,,3.24,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KKR
KLAC,KLA Corporation,Information Technology,Semiconductor Materials & Equipment,738.24,98746982400.0,31.070705,,23.76,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KLAC
KHC,Kraft Heinz,Consumer Staples,Packaged Foods & Meats,29.84,36081635328.0,26.882883,,1.11,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KHC
KR,Kroger,Consumer Staples,Food Retail,61.64,44603072512.0,16.306879,,3.78,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KR
LHX,L3Harris,Industrials,Aerospace & Defense,212.01,40211513344.0,26.939009,,7.87,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LHX
LH,LabCorp,Health Care,Health Care Services,249.8,20893095936.0,47.310604,,5.28,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LH
LRCX,Lam Research,Information Technology,Semiconductor Materials & Equipment,81.05,104146010112.0,24.63526,,3.29,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LRCX
LW,Lamb Weston,Consumer Staples,Packaged Foods & Meats,59.94,8549900800.0,23.598425,,2.54,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LW
LVS,Las Vegas Sands,Consumer Discretionary,Casinos & Gaming,45.83,33227941888.0,23.382654,,1.96,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LVS
LDOS,Leidos,Industrials,Diversified Support Services,142.03,18951489536.0,16.158134,,8.79,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LDOS
LEN,Lennar,Consumer Discretionary,Homebuilding,131.24,34666786816.0,9.171209,,14.31,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LEN
LLY,Lilly (Eli),Health Care,Pharmaceuticals,811.08,729417187328.0,87.212906,,9.3,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LLY
LIN,Linde plc,Materials,Industrial Gases,446.12,212423606272.0,33.873955,,13.17,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LIN
LYV,Live Nation Entertainment,Communication Services,Movies & Entertainment,144.68,33363062784.0,162.5618,,0.89,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LYV
LKQ,LKQ Corporation,,Distributors,37.39,9719904256.0,13.797048,,2.71,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LKQ
LMT,Lockheed Martin,Industrials,Aerospace & Defense,462.95,108971950080.0,20.769403,,22.29,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LMT
L,Loews Corporation,Financials,Multi-line Insurance,85.45,18506504192.0,11.363031,,7.52,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=L
LOW,Lowe's,Consumer Discretionary,Home Improvement Retail,260.04,146831589376.0,21.651957,,12.01,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LOW
LULU,Lululemon Athletica,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",414.2,50442936320.0,29.99276,,13.81,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LULU
LYB,LyondellBasell,Materials,Specialty Chemicals,75.7,24584103936.0,11.487101,,6.59,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LYB
MTB,M&T Bank,Financials,Regional Banks,201.24,33389940736.0,13.745902,,14.64,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MTB
MRO,Marathon Oil,,Oil & Gas Exploration & Production,,,,,,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MRO
MPC,Marathon Petroleum,Energy,Oil & Gas Refining & Marketing,145.71,46829592576.0,11.29535,,12.9,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MPC
MKTX,MarketAxess,,Financial Exchanges & Data,220.63,8318722048.0,29.895664,,7.38,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MKTX
MAR,Marriott International,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",290.59,80752926720.0,30.460167,,9.54,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAR
MMC,Marsh McLennan,,Insurance Brokers,216.88,106514538496.0,26.5459,,8.17,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMC
MLM,Martin Marietta Materials,Materials,Construction Materials,544.12,33255579648.0,16.882408,,32.23,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MLM
MAS,Masco,Industrials,Building Products,79.28,17104579584.0,21.085106,,3.76,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAS
MA,Mastercard,Financials,Transaction & Payment Processing Services,555.43,517369167872.0,40.810432,,13.61,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MA
MTCH,Match Group,Communication Services,Interactive Media & Services,35.7,8963949568.0,16.008968,,2.23,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MTCH
MKC,McCormick & Company,Consumer Staples,Packaged Foods & Meats,77.23,20692699136.0,26.448631,,2.92,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MKC
MCD,McDonald's,Consumer Discretionary,Restaurants,288.7,208049078272.0,25.503536,,11.32,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCD
MCK,McKesson Corporation,Health Care,Health Care Distributors,594.75,75497562112.0,30.736433,,19.35,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCK
MDT,Medtronic,Health Care,Health Care Equipment,90.82,116457578496.0,27.7737,,3.27,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MDT
MRK,Merck & Co.,Health Care,Pharmaceuticals,98.82,249979011072.0,20.67364,,4.78,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MRK
META,Meta Platforms,Communication Services,Interactive Media & Services,689.18,1740620562432.0,28.823923,,23.91,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=META
MET,MetLife,Financials,Life & Health Insurance,86.51,59901251584.0,17.547668,,4.93,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MET
MTD,Mettler Toledo,Health Care,Life Sciences Tools & Services,1364.44,28793366528.0,36.767445,,37.11,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MTD
MGM,MGM Resorts,Consumer Discretionary,Casinos & Gaming,34.48,10266075136.0,12.358423,,2.79,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MGM
MCHP,Microchip Technology,Information Technology,Semiconductors,54.3,29159641088.0,37.708332,,1.44,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCHP
MU,Micron Technology,Information Technology,Semiconductors,91.24,103061061632.0,26.523254,,3.44,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MU
MSFT,Microsoft,Information Technology,Systems Software,415.06,3085547601920.0,33.44561,,12.41,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MSFT
MAA,Mid-America Apartment Communities,Real Estate,Multi-Family Residential REITs,152.58,18302885888.0,34.44244,,4.43,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAA
MRNA,Moderna,Health Care,Biotechnology,39.42,15169524736.0,,,-5.81,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MRNA
MHK,Mohawk Industries,,Home Furnishings,122.3,7719735296.0,13.819209,,8.85,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MHK
MOH,Molina Healthcare,Health Care,Managed Health Care,310.41,17755451392.0,15.7969475,,19.65,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MOH
TAP,Molson Coors Beverage Company,Consumer Staples,Brewers,54.75,11286548480.0,12.331081,,4.44,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TAP
MDLZ,Mondelez International,Consumer Staples,Packaged Foods & Meats,57.99,77543653376.0,20.563831,,2.82,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MDLZ
MPWR,Monolithic Power Systems,Information Technology,Semiconductors,637.37,31090909184.0,72.0192,,8.85,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MPWR
MNST,Monster Beverage,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,48.71,47371448320.0,31.22436,,1.56,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MNST
MCO,Moody's Corporation,Financials,Financial Exchanges & Data,499.44,90514014208.0,45.69442,,10.93,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCO
MS,Morgan Stanley,Financials,Investment Banking & Brokerage,138.43,222457004032.0,17.412579,,7.95,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MS
MOS,Mosaic Company (The),Materials,Fertilizers & Agricultural Chemicals,27.89,8859118592.0,24.681416,,1.13,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MOS
MSI,Motorola Solutions,Information Technology,Communications Equipment,469.25,78421524480.0,51.45285,,9.12,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MSI
MSCI,MSCI,Financials,Financial Exchanges & Data,596.77,46769639424.0,42.444523,,14.06,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MSCI
NDAQ,"Nasdaq, Inc.",Financials,Financial Exchanges & Data,82.34,47325573120.0,42.66321,,1.93,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NDAQ
NTAP,NetApp,Information Technology,"Technology Hardware, Storage & Peripherals",122.1,24823662592.0,22.527676,,5.42,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NTAP
NFLX,Netflix,Communication Services,Movies & Entertainment,976.76,417815920640.0,49.009533,,19.93,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NFLX
